"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00957","GB1399R","","Creggan","Rural Background","Northern Ireland","2022-04-01","","54.080000","-6.540000","474434.35","103161.76","122","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00659","GB1100A","","Crewe Coppenhall","Urban Background","North West & Merseyside","2019-10-15","","53.115941","-2.453492","357736.30","369744.10","54","Automatic Urban and Rural Monitoring Network (AURN)","","This urban background site is located in Coppenhall, a residential area in the north of Crewe."
"UKA00819","GB1260A","","Cwmbran Crownbridge","Urban Background","South Wales","2020-10-01","","51.653819","-3.006370","195483.00","330476.00","71","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station in the grounds of a school in the Croesyceiliog area of Cwmbran"
"UKA00325","GB0854A","GB0854R","Cwmystwyth","Rural Background","South Wales","1997-01-31","","52.352436","-3.805317","274242.20","277138.14","260","Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","",""
"UKA00661","GB1102R","GB1102R","Dark Peak","Rural Background","East Midlands","2017-03-31","","53.440022","-1.843862","393705.47","410469.36","506","UKEAP: National Ammonia Monitoring Network","",""
"UKA00630","GB1071A","","Derby St Alkmund's Way","Urban Traffic","East Midlands","2017-01-01","","52.922983","-1.469507","336305.97","435763.02","51","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station at the edge of Bass's Recreation Ground, beside St Alkmund's Way (a multi-lane section of the A52 which forms part of Derby's ring road). The monitoring station is located approximately 4.5 metres from the kerb."
"UKA01027","GB1469A","","Derby Stockbrook Park","Urban Background","East Midlands","2023-11-24","","52.916059","-1.492166","335524.70","434245.10","75","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","This is an urban background monitoring station in Stockbrook Recreation Ground, to the south west of Derby city centre.  Surroundings are mostly residential."
"UKA00499","GB0944A","","Derry Brandywell","Urban Background","Northern Ireland","2006-12-14","","54.992336","-7.332127","579429.87","59103.17","15","PAH Digitel (solid phase)","",""
"UKA00619","GB1060A","","Derry Rosemount","Urban Background","Northern Ireland","2016-03-21","","55.002818","-7.331179","580589.97","59252.77","54","Automatic Urban and Rural Monitoring Network (AURN)","","An urban background monitoring station in parkland, surrounded by residential areas."
"UKA01106","GB1548A","","Derryraine Rd","Rural Background","Northern Ireland","2025-05-27","","54.330000","-6.600000","502476.73","101053.72","118","UKEAP: National Ammonia Monitoring Network","",""
"UKA00970","GB1412A","","Dersingham Bog","Rural Background","Eastern","2023-03-14","","52.833936","0.489613","328809.83","567484.78","12","UKEAP: Precip-Net","",""
"UKA01105","GB1547R","GB1547R","Dersingham Bog West","Rural Background","Eastern","2023-03-01","","52.831352","0.480393","328863.00","567196.00","8","UKEAP: National Ammonia Monitoring Network","",""
"UKA00481","GB0886A","GB0886R","Detling","Rural Background","South East","2004-10-01","","51.307938","0.582650","159702.59","580109.87","182","Black Carbon; Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","",""
"UKA00654","GB1096A","","Dewsbury Ashworth Grange","Urban Background","West Yorkshire Urban Area","2018-04-01","","53.693104","-1.637111","421912.00","424060.00","69","Automatic Urban and Rural Monitoring Network (AURN)","","Green space in residential area just north of Dewsbury town centre. Near a care home and nursery school. Originally named 'Dewsbury Ashworth Grove', this was corrected to 'Dewsbury Ashworth Grange' in Sept 2023"
"UKA00612","GB1054A","","Doncaster A630 Cleveland Street","Urban Traffic","Yorkshire & Humberside","2015-05-07","","53.518383","-1.138060","402757.58","457248.42","15","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside the dual carriageway A630 through Doncaster. Close to blocks of flats (Firbeck House). The monitoring station is located approximately 1.5 metres from the kerb."
"UKA01033","GB1475A","","Downton Gorge","Rural Background","West Midlands","2023-02-28","","52.358167","-2.821479","273662.89","344152.01","","UKEAP: National Ammonia Monitoring Network","",""
"UKA00662","GB1103R","GB1103R","Drayton 4","Rural Background","West Midlands","2019-06-19","","52.189800","-1.732840","254651.10","418360.40","43","UKEAP: National Ammonia Monitoring Network","",""
"UKA00550","GB0415A","","Driby 2","Rural Background","East Midlands","2009-10-21","","53.248057","0.081391","374358.73","538973.83","48","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00960","GB1402R","","Drumclamph 2","Rural Background","Northern Ireland","2022-04-01","","54.710000","-7.510000","548944.16","45265.50","35","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00555","GB1008A","","Dumbarton Roadside","Urban Traffic","Central Scotland","2010-09-01","","55.943197","-4.559730","675198.79","240234.67","3","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on Glasgow Road near the junction of Leven Street. The surrounding area is open with mixed commercial/light industrial and residential areas. The monitoring station is located approximately 4.6 metres from the kerb."
"UKA00428","GB0740A","","Dumfries","Urban Traffic","Scottish Borders","2001-03-01","","55.070033","-3.614233","576254.03","297019.53","10","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located in the basement of the council offices, with the sample manifold on an outside mounting near to the main entrance. The sample inlet is 5 metres from Buccleuch Street (A780), a busy ring road round the centre of town 50 metres west of traffic lights. Buccleuch Street contains tall buildings on either side of road, generating a street canyon effect. The site is adjacent to a bus stop."
"UKA00643","GB1085A","","Dundee Mains Loan","Urban Background","North East Scotland","2017-10-01","","56.475434","-2.959861","731892.31","340970.55","84","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station by sports fields, near the Dundee International Sports Centre. Open surroundings, nearest major road 120 m from the monitoring site."
"UKA00308","GB0155R","GB0155R","Dunwich Heath","Rural Background","Eastern","1996-11-30","","52.255100","1.618340","268049.58","647049.72","9","UKEAP: National Ammonia Monitoring Network","",""
"UKA00591","GB1033A","","Ealing Horn Lane","Urban Traffic","Greater London Urban Area","2014-05-21","","51.518950","-0.265617","181428.88","520434.38","28","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Noel Road Horn Lane, 1 km west of Wormwood Scrubs Park. The surrounding area comprises residential houses, and shops, in an urban environment. Acton Main Line railway station lies approx. 200 meters to the southwest and the major trunk road A40, 210 meters to the east. The monitoring station is located approximately 4 metres from the kerb."
"UKA00546","GB1005A","","Eastbourne","Urban Background","South East","2009-07-01","","50.805778","0.271611","103150.43","560155.21","7","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located behind the Willingdon Trees Community Centre at the junction of Holly Place and Maywood Avenue. The surrounding area comprises of low level housing and open parkland. The monitoring station is approximately 700 metres from the A22 and 4 kilometres from the coast."
"UKA00649","GB1091A","","Edinburgh Nicolson Street","Urban Traffic","Edinburgh Urban Area","2017-12-01","","55.944760","-3.183991","673046.00","326150.00","85","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The site is located on Nicholson Street (A7) 27.5m from the junction with West Nicolson Street, measured to the traffic light stop point. The monitoring station is located approximately 1 metre from the kerb."
"UKA00454","GB0839A","","Edinburgh St Leonards","Urban Background","Edinburgh Urban Area","2003-01-01","","55.945589","-3.182186","673136.49","326264.30","81","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located within a self contained air conditioned housing located within a small park area. The park is adjacent to a medical centre car park which is located in the south side of Edinburgh. The nearest main road, Pleasance is approximately 35 metres away. It is a busy main road running into the city centre and out to the A7 South of Edinburgh."
"UKA01086","GB1528A","","Ennerdale","Rural Background","North West & Merseyside","2024-12-05","","54.514018","-3.331996","514007.10","313865.25","125","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA01028","GB1470A","","Epping Forest","Rural Background","Eastern","2023-03-01","","51.678901","0.073025","199826.95","543423.98","","UKEAP: National Ammonia Monitoring Network","",""
"UKA00130","GB0002R","GB0002R","Eskdalemuir","Rural Background","Scottish Borders","1986-04-23","","55.315310","-3.206111","603021.74","323550.97","255","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is located in a self-contained, air-conditioned housing located in a rural setting. The nearest road, the B709, is 300 metres to the east of the monitoring station with very low traffic flow. Trees provide the nearest obstruction approximately 150 metres away to the south. The surrounding area is open and rural."
"UKA00263","GB0640A","","Exeter Roadside","Urban Traffic","South West","1996-07-02","","50.725083","-3.532465","92838.20","291929.04","43","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within the basement of the existing museum building located at the kerbside near of a busy urban street, Queen Street. Queen Street is a single-carriageway road with high buildings on either side. The surrounding area is urban in nature and comprises of retail and business premises. The monitoring station is located approximately 2 metres from the kerb."
